FormID,EditorID,Name,References
04051C43,SUM_OrcishBowShiftingEarth04,Orcish Short Bow of Druids,000AE741
04052D36,SUM_OrcishBowSlayLiving03,Orcish Short Bow of Dust,000AE741
04052D51,SUM_OrcishBowFireHazard04,Orcish Short Bow of Fire Blasts,000AE73D
04052D55,SUM_OrcishBowWeaknessToFire02,Orcish Short Bow of Fire Vulnerability,000AE73D
04052D45,SUM_OrcishBowRoulette03,Orcish Short Bow of Fortune,000AE73F
04052D4C,SUM_OrcishBowFrostHazard04,Orcish Short Bow of Freezing Blasts,000AE73E
04051C45,SUM_OrcishBowFrenzy02,Orcish Short Bow of Frenzy,000AE73C
04052D50,SUM_OrcishBowWeaknessToFrost02,Orcish Short Bow of Frost Vulnerability,000AE73E
04052D5C,SUM_OrcishBowLaunch03,Orcish Short Bow of Giants,000AE73C
04052D31,SUM_OrcishBowKillstreak04,Orcish Short Bow of Gore,000AE741
04052D44,SUM_OrcishBowBleedDamage04,Orcish Short Bow of Gutting,000AE73F
04052D5D,SUM_OrcishBowFrenzy03,Orcish Short Bow of Havoc,000AE73C
04052D48,SUM_OrcishBowBleedDamage03,Orcish Short Bow of Hemorrhaging,000AE73F
04051C38,SUM_OrcishBowBattleHunger04,Orcish Short Bow of Hunger,000AE742
04052D58,SUM_OrcishBowLaunch04,Orcish Short Bow of Hurling,000AE73C
04052D4E,SUM_OrcishBowFrostHazard03,Orcish Short Bow of Ice Blasts,000AE73E
04051C3C,SUM_OrcishBowBattleHunger03,Orcish Short Bow of Jinxes,000AE742
04052D52,SUM_OrcishBowWeaknessToFire04,Orcish Short Bow of Lethal Fire,000AE73D
04052D4D,SUM_OrcishBowWeaknessToFrost04,Orcish Short Bow of Lethal Frost,000AE73E
04052D43,SUM_OrcishBowWeaknessToPoison04,Orcish Short Bow of Lethal Poison,000AE73F
04052D3D,SUM_OrcishBowWeaknessToShock04,Orcish Short Bow of Lethal Shocks,000AE740
04051C41,SUM_OrcishBowFireDmgLingering02,Orcish Short Bow of Lingering Fire,000AE742
04052D5B,SUM_OrcishBowDeathsDoor03,Orcish Short Bow of Mortality,000AE73C
04051C32,SUM_OrcishBowSunDamage03,Orcish Short Bow of Noon,000AE743
04051C3D,SUM_OrcishBowFireDmgLingering03,Orcish Short Bow of Pain,000AE742
04051C2E,SUM_OrcishBowSunDamage04,Orcish Short Bow of Radiance,000AE743
04052D59,SUM_OrcishBowFrenzy04,Orcish Short Bow of Rage,000AE73C
04052D42,SUM_OrcishBowPoisonDmg04,Orcish Short Bow of Rot,000AE73F
04052D53,SUM_OrcishBowFireHazard03,Orcish Short Bow of Scorching Blasts,000AE73D
04052D34,SUM_OrcishBowShiftingEarth03,Orcish Short Bow of Shifting Earth,000AE741
04052D3E,SUM_OrcishBowShockHazard03,Orcish Short Bow of Shock Blasts,000AE740
04052D40,SUM_OrcishBowWeaknessToShock02,Orcish Short Bow of Shock Vulnerability,000AE740
04051C34,SUM_OrcishBowDischarge02,Orcish Short Bow of Shorting,000AE743
04051C44,SUM_OrcishBowLaunch02,Orcish Short Bow of Slinging,000AE73C
04051C39,SUM_OrcishBowFireDmgLingering04,Orcish Short Bow of Smoldering,000AE742
04051C30,SUM_OrcishBowDischarge03,Orcish Short Bow of Spoliation,000AE743
04052D57,SUM_OrcishBowDeathsDoor04,Orcish Short Bow of the Fates,000AE73C
04052D41,SUM_OrcishBowRoulette04,Orcish Short Bow of the Fool,000AE73F
04052D56,SUM_OrcishBowBlindness04,Orcish Short Bow of the Night,000AE73C
04052D37,SUM_OrcishBowPrimal03,Orcish Short Bow of the Shaman,000AE741
04052D33,SUM_OrcishBowPrimal04,Orcish Short Bow of the Skaal,000AE741
04052D3C,SUM_OrcishBowShockHazard04,Orcish Short Bow of Thunder Blasts,000AE740
04052D4A,SUM_OrcishBowPoisonDmg02,Orcish Short Bow of Venom,000AE73F
04051C42,SUM_OrcishBowDisableRegeneration02,Orcish Short Bow of Wasting,000AE742
04051C3A,SUM_OrcishBowDisableRegeneration04,Orcish Short Bow of Wilting,000AE742
04051C3E,SUM_OrcishBowDisableRegeneration03,Orcish Short Bow of Withering,000AE742
04052D4B,SUM_OrcishBowBleedDamage02,Orcish Short Bow of Wounding,000AE73F
040532BB,SUM_StalhrimBowRoulette06,Stalhrim Short Bow of Absurdity,0302B0EC
040532C7,SUM_StalhrimBowHiddenSerpent05,Stalhrim Short Bow of Adders,0302B0ED
040532DE,SUM_StalhrimBowSlayLiving06,Stalhrim Short Bow of Annihilation,0302B0EF
040532D6,SUM_StalhrimBowSlayLiving04,Stalhrim Short Bow of Ashes,0302B0EF
040532CC,SUM_StalhrimBowHiddenSerpent06,Stalhrim Short Bow of Asps,0302B0ED
040532E7,SUM_StalhrimBowDisableRegeneration05,Stalhrim Short Bow of Atrophy,0302B0F0
0425E4A0,SUM_StalhrimBowChaosDmg04_B,Stalhrim Short Bow of Booming,0302C494
040532F7,SUM_StalhrimBowSunDamage06,Stalhrim Short Bow of Brilliance,0302B0F1
040532E0,SUM_StalhrimBowDrainArmor04,Stalhrim Short Bow of Buckling,0302B0F0
040532A7,SUM_StalhrimBowLaunch05,Stalhrim Short Bow of Catapulting,0302B0E8
040532AF,SUM_StalhrimBowFrostHazard05,Stalhrim Short Bow of Chilling Blasts,0302B0EB
040532EC,SUM_StalhrimBowCmdDaedra04,Stalhrim Short Bow of Command,0302B0F1
040532CD,SUM_StalhrimBowHeal06,Stalhrim Short Bow of Compassion,0302B0ED
040532B8,SUM_StalhrimBowPoisonDamage05,Stalhrim Short Bow of Corruption,0302B0EC
040532E4,SUM_StalhrimBowDrainArmor05,Stalhrim Short Bow of Crumpling,0302B0F0
040532E5,SUM_StalhrimBowBattleHunger05,Stalhrim Short Bow of Curses,0302B0F0
040532B2,SUM_StalhrimBowWeaknessToFrost06,Stalhrim Short Bow of Death Frost,0302B0EB
040532BD,SUM_StalhrimBowWeaknessToPoison06,Stalhrim Short Bow of Death Poison,0302B0EC
040532D3,SUM_StalhrimBowWeaknessToShock06,Stalhrim Short Bow of Death Shocks,0302B0EE
040532ED,SUM_StalhrimBowDischarge04,Stalhrim Short Bow of Depletion,0302B0F1
040532F5,SUM_StalhrimBowDischarge06,Stalhrim Short Bow of Disenchantment,0302B0F1
040532DA,SUM_StalhrimBowSlayLiving05,Stalhrim Short Bow of Disintegration,0302B0EF
040532E8,SUM_StalhrimBowDrainArmor06,Stalhrim Short Bow of Dismantling,0302B0F0
040532D4,SUM_StalhrimBowShiftingEarth04,Stalhrim Short Bow of Druids,0302B0EF
040532BE,SUM_StalhrimBowBleedDamage06,Stalhrim Short Bow of Evisceration,0302B0EC
040532BA,SUM_StalhrimBowBleedDamage05,Stalhrim Short Bow of Exsanguination,0302B0EC
040532D9,SUM_StalhrimBowKillstreak05,Stalhrim Short Bow of Extermination,0302B0EF
040532AD,SUM_StalhrimBowFrostHazard04,Stalhrim Short Bow of Freezing Blasts,0302B0EB
040532DC,SUM_StalhrimBowShiftingEarth06,Stalhrim Short Bow of Galen,0302B0EF
040532D5,SUM_StalhrimBowKillstreak04,Stalhrim Short Bow of Gore,0302B0EF
040532C1,SUM_StalhrimBowStealWeapons04,Stalhrim Short Bow of Grappling,0302B0ED
040532B6,SUM_StalhrimBowBleedDamage04,Stalhrim Short Bow of Gutting,0302B0EC
040532C3,SUM_StalhrimBowHeal04,Stalhrim Short Bow of Healing,0302B0ED
040532E9,SUM_StalhrimBowBattleHunger06,Stalhrim Short Bow of Hexes,0302B0F0
040532C6,SUM_StalhrimBowStealWeapons05,Stalhrim Short Bow of Hooks,0302B0ED
040532E1,SUM_StalhrimBowBattleHunger04,Stalhrim Short Bow of Hunger,0302B0F0
040532A3,SUM_StalhrimBowLaunch04,Stalhrim Short Bow of Hurling,0302B0E8
040532E6,SUM_StalhrimBowFireDmgLingering05,Stalhrim Short Bow of Ignition,0302B0F0
040532EA,SUM_StalhrimBowFireDmgLingering06,Stalhrim Short Bow of Immolation,0302B0F0
0405329C,SUM_StalhrimBowImprison04,Stalhrim Short Bow of Imprisonment,0302B0E7
04053299,SUM_StalhrimBowInsult05,Stalhrim Short Bow of Indignities,0302B0E7
04053296,SUM_StalhrimBowInsult04,Stalhrim Short Bow of Insults,0302B0E7
040532F1,SUM_StalhrimBowDischarge05,Stalhrim Short Bow of Interference,0302B0F1
040532AB,SUM_StalhrimBowLaunch06,Stalhrim Short Bow of Launching,0302B0E8
040532AE,SUM_StalhrimBowWeaknessToFrost04,Stalhrim Short Bow of Lethal Frost,0302B0EB
040532B5,SUM_StalhrimBowWeaknessToPoison04,Stalhrim Short Bow of Lethal Poison,0302B0EC
040532CF,SUM_StalhrimBowWeaknessToShock04,Stalhrim Short Bow of Lethal Shocks,0302B0EE
040532D0,SUM_StalhrimBowShockHazard05,Stalhrim Short Bow of Lightning Blasts,0302B0EE
040532A8,SUM_StalhrimBowFrenzy05,Stalhrim Short Bow of Mayhem,0302B0E8
040532C8,SUM_StalhrimBowHeal05,Stalhrim Short Bow of Mercy,0302B0ED
040532BC,SUM_StalhrimBowPoisonDamage06,Stalhrim Short Bow of Miasma,0302B0EC
040532AC,SUM_StalhrimBowFrenzy06,Stalhrim Short Bow of Pandemonium,0302B0E8
0405329E,SUM_StalhrimBowImprison06,Stalhrim Short Bow of Penance,0302B0E7
04053295,SUM_StalhrimBowPowerSurge04,Stalhrim Short Bow of Power Unbound,0302B0E7
04053298,SUM_StalhrimBowPowerSurge05,Stalhrim Short Bow of Power Unfettered,0302B0E7
0405329B,SUM_StalhrimBowPowerSurge06,Stalhrim Short Bow of Power Unleashed,0302B0E7
040532DD,SUM_StalhrimBowKillstreak06,Stalhrim Short Bow of Prey,0302B0EF
040532EB,SUM_StalhrimBowDisableRegeneration06,Stalhrim Short Bow of Putrefaction,0302B0F0
040532EF,SUM_StalhrimBowSunDamage04,Stalhrim Short Bow of Radiance,0302B0F1
040532A4,SUM_StalhrimBowFrenzy04,Stalhrim Short Bow of Rage,0302B0E8
040532F3,SUM_StalhrimBowSunDamage05,Stalhrim Short Bow of Resplendence,0302B0F1
040532B4,SUM_StalhrimBowPoisonDamage04,Stalhrim Short Bow of Rot,0302B0EC
040532B0,SUM_StalhrimBowWeaknessToFrost05,Stalhrim Short Bow of Ruinous Frost,0302B0EB
040532B9,SUM_StalhrimBowWeaknessToPoison05,Stalhrim Short Bow of Ruinous Poison,0302B0EC
040532D1,SUM_StalhrimBowWeaknessToShock05,Stalhrim Short Bow of Ruinous Shock,0302B0EE
0405329F,SUM_StalhrimBowInsult06,Stalhrim Short Bow of Scorn,0302B0E7
040532A5,SUM_StalhrimBowBlindness05,Stalhrim Short Bow of Shadows,0302B0E8
040532E2,SUM_StalhrimBowFireDmgLingering04,Stalhrim Short Bow of Smoldering,0302B0F0
040532CB,SUM_StalhrimBowStealWeapons06,Stalhrim Short Bow of Snatching,0302B0ED
040532D2,SUM_StalhrimBowShockHazard06,Stalhrim Short Bow of Storm Blasts,0302B0EE
0425E4A3,SUM_StalhrimBowChaosDmg05_C,Stalhrim Short Bow of Tempests,0302C494
040532DB,SUM_StalhrimBowPrimal05,Stalhrim Short Bow of the All-Maker,0302B0EF
0425E4A2,SUM_StalhrimBowChaosDmg05_B,Stalhrim Short Bow of the Ancients,0302C494
040532AA,SUM_StalhrimBowDeathsDoor06,Stalhrim Short Bow of the Broken Crown,0302B0E8
0405329D,SUM_StalhrimBowImprison05,Stalhrim Short Bow of the Dungeon,0302B0E7
040532A9,SUM_StalhrimBowBlindness06,Stalhrim Short Bow of the Eyeless,0302B0E8
040532A2,SUM_StalhrimBowDeathsDoor04,Stalhrim Short Bow of the Fates,0302B0E8
0425E4A4,SUM_StalhrimBowChaosDmg06_B,Stalhrim Short Bow of the First Era,0302C494
040532B3,SUM_StalhrimBowRoulette04,Stalhrim Short Bow of the Fool,0302B0EC
040532B7,SUM_StalhrimBowRoulette05,Stalhrim Short Bow of the Jester,0302B0EC
040532A1,SUM_StalhrimBowBlindness04,Stalhrim Short Bow of the Night,0302B0E8
040532D7,SUM_StalhrimBowPrimal04,Stalhrim Short Bow of the Skaal,0302B0EF
040532D8,SUM_StalhrimBowShiftingEarth05,Stalhrim Short Bow of the Standing Stones,0302B0EF
040532F0,SUM_StalhrimBowCmdDaedra05,Stalhrim Short Bow of the Summoner,0302B0F1
040532F4,SUM_StalhrimBowCmdDaedra06,Stalhrim Short Bow of the Warlock,0302B0F1
040532DF,SUM_StalhrimBowPrimal06,Stalhrim Short Bow of the World,0302B0EF
040532A6,SUM_StalhrimBowDeathsDoor05,Stalhrim Short Bow of the Wyress,0302B0E8
040532CE,SUM_StalhrimBowShockHazard04,Stalhrim Short Bow of Thunder Blasts,0302B0EE
040532C2,SUM_StalhrimBowHiddenSerpent04,Stalhrim Short Bow of Vipers,0302B0ED
0425E4A1,SUM_StalhrimBowChaosDmg04_C,Stalhrim Short Bow of Warcries,0302C494
040532E3,SUM_StalhrimBowDisableRegeneration04,Stalhrim Short Bow of Wilting,0302B0F0
040532B1,SUM_StalhrimBowFrostHazard06,Stalhrim Short Bow of Winter Blasts,0302B0EB
